id,url,region,region_url,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state,AUTO_UNIQUE_ID_2020-12-07_17tonksmigmailcom_OC_Housing,UpdatedReverseGeocoding,TimeTaken,TransactionId,Source,ErrorMessage,Version,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4,ComputedAPN
7049967209,https://orangecounty.craigslist.org/apa/d/trabuco-canyon-time-is-running-out-on/7049967209.html,orange county,https://orangecounty.craigslist.org,2971,apartment,1295,3,2,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00K0K_kbUrwysH8pB_600x450.jpg,"Madrid 28401 Los Alisos Blvd, Mission Viejo, CA, 92692Want more information? Follow this link:http://leasing.amcllc.net/m21wx4 Call Now:  show contact info  x 80OR Text 80 to  show contact info  to text our team.Welcome Home to Madrid Apartments This is a",33.6583,-117.634,ca,12,1,765.6651,,AggieReverseGeocoder,,4.01,28401 LOS ALISOS,MISSION VIEJO,CA,92692,,16379416
7050037651,https://orangecounty.craigslist.org/apa/d/tustin-irvine-california-location-lush/7050037651.html,orange county,https://orangecounty.craigslist.org,2305,apartment,756,1,1,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00I0I_7C3xIeShG3X_600x450.jpg,"Anacapa, managed by The Irvine Company 100 Anacapa Irvine, CA 92602  show contact info   The Marketplace, near Anacapa, houses national and local restaurant chains and shopping.  Bright and open one bedroom apartment home with one bath, wood-style floors",33.7265,-117.784,ca,13,1,1453.115,,AggieReverseGeocoder,,4.01,100 ANACAPA,irvine,CA,92602,,20818569
7050037572,https://orangecounty.craigslist.org/apa/d/garden-grove-two-laundry-care-centers/7050037572.html,orange county,https://orangecounty.craigslist.org,1680,apartment,755,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/01010_ahFwaBaBmua_600x450.jpg,"Meadowood Place Apartment Homes 11250 Dale Street , Garden Grove, CA, 92841   Call Now -  show contact info   Interested in more information? See link below: http://apartments.wng.com/2389bo  Welcome Home to Meadowood Place Apartment Homes!   This is a 1",33.7817,-117.977,ca,14,1,0,,AggieReverseGeocoder,,4.01,8865 LAMPSON AVE,GARDEN GROVE,CA,92841,,13278904
7049904563,https://orangecounty.craigslist.org/apa/d/irvine-close-to-deerfield-community/7049904563.html,orange county,https://orangecounty.craigslist.org,2545,apartment,1084,2,2,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00o0o_34TlbuGMUjq_600x450.jpg,"With picturesque views from private patios or balconies, Estancia Apartment Homes in North Park, provides residents with comfort, style and convenience.  Open living space with two bedrooms, lots of storage and private patio.   Transitioning to 100% Smoke",33.7256,-117.775,ca,15,1,1093.7575,,AggieReverseGeocoder,,4.01,440 ESTANCIA,IRVINE,CA,92602,,16545314
7049164101,https://orangecounty.craigslist.org/apa/d/costa-mesa-nice-townhome-near-newport/7049164101.html,orange county,https://orangecounty.craigslist.org,3000,townhouse,1441,3,2.5,0,1,0,0,0,0,w/d hookups,attached garage,https://images.craigslist.org/00e0e_jZLMyVyrLxM_600x450.jpg,"Popular Newport Terrace Community next to wetlands/nature reserve! Updated townhome with Granite counters, hardwood flooring, plush carpet, fresh paint, new cabinets, cathedral ceilings, private patio, attached garage, and more! Community offers pool/spa,",33.6465,-117.944,ca,16,1,1843.7578,,AggieReverseGeocoder,,4.01,4 SAND DOLLAR CT,newport beach,CA,92663,,22209922
7049886973,https://orangecounty.craigslist.org/apa/d/irvine-parking-garages-stainless-steel/7049886973.html,orange county,https://orangecounty.craigslist.org,2315,apartment,741,1,1,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00p0p_a8RFSLI9ySr_600x450.jpg,"A brief stroll from the lively hub of The District and close proximity to major business centers, Amalfi Apartment Homes is nestled along a tree-lined road.  Open concept one bedroom featuring in-home laundry and island kitchen.  Transitioning to 100% Smo",33.7024,-117.828,ca,17,1,999.9894,,AggieReverseGeocoder,,4.01,2306 PARK AV,TUSTIN,CA,92606,,16536259
7048665924,https://orangecounty.craigslist.org/apa/d/murrieta-lower-rates-two-pools-24hr/7048665924.html,orange county,https://orangecounty.craigslist.org,1540,apartment,970,2,2,1,1,1,0,0,0,w/d hookups,carport,https://images.craigslist.org/00x0x_f3fOQm0u9mE_600x450.jpg,"At The Arbors at California Oaks, our mission is to make home synonymous with luxury. Our freshly renovated Murrieta apartments feature contemporary finishes, eye-catching kitchens, and spacious living areas, making your apartment truly feel like home. Pl",33.5761,-117.209,ca,18,1,5593.7487,,AggieReverseGeocoder,,4.01,40603 Colony Dr,Indio,CA,92562,5401,947650028
7047673283,https://orangecounty.craigslist.org/apa/d/costa-mesa-2-bedroom-2-bath-2-car/7047673283.html,orange county,https://orangecounty.craigslist.org,2195,apartment,510,2,2,1,1,0,0,0,0,laundry on site,attached garage,https://images.craigslist.org/00s0s_61ENYC431oA_600x450.jpg,"Madison Newport 2345 Newport Blvd, Costa Mesa, CA 92627  Pricing: $1955 - $1965/month*Bedrooms: 1  Bathrooms: 1 Footage: 660 sq ft show contact info  Features in this apartment home:+ Extra Storage+ Oversized Deck or Patio+ Linen Storage in Select Homes+",33.6483,-117.915,ca,19,1,1875.0358,,AggieReverseGeocoder,,4.01,373 W BAY ST,COSTA MESA,CA,92627,,16240705
7049963845,https://orangecounty.craigslist.org/apa/d/santa-ana-refrigerator-air-conditioning/7049963845.html,orange county,https://orangecounty.craigslist.org,1552,apartment,520,0,1,0,0,1,0,0,0,,,https://images.craigslist.org/00707_8Hz7mEAKyf7_600x450.jpg,"Newport Village Apartments 635 Baker Street East, Costa Mesa, CA, 92626Use this link for more info:http://TheJacobsonCompany.rentdiscover.com/L3m868 Call Now:  show contact info  x 58OR Text 58 to  show contact info  to text our team directly.Come Home to",33.678,-117.876,ca,20,1,0,,AggieReverseGeocoder,,4.01,275 E BAKER ST,COSTA MESA,CA,92626,,16492712
7048533333,https://orangecounty.craigslist.org/apa/d/huntington-beach-1-bedroom-and-1-bath/7048533333.html,orange county,https://orangecounty.craigslist.org,1500,condo,754,1,1,0,0,1,0,0,1,laundry on site,carport,https://images.craigslist.org/01414_itNoouDERve_600x450.jpg,YOU CAN STOP YOUR SEARCH! Outstanding Single-Level Penthouse Unit (Elevator to 3rd fl) in a gated community. No climbing steps required! Conveniently located within a couple miles of both SUNSET BEACH and the HB PIER area! Two Covered Carports (not garage,33.721,-118.003,ca,21,1,0,,AggieReverseGeocoder,,4.01,16581 Delton Cir,huntington beach,CA,92647,,13391445
7033737733,https://orangecounty.craigslist.org/apa/d/santa-ana-2-br-2-bath-apartment-home/7033737733.html,orange county,https://orangecounty.craigslist.org,1875,apartment,1090,2,2,1,0,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00505_3QlTaVCW6Zq_600x450.jpg,"2br 2bath apt available now *2 assigned/covered parking spaces *gated, garden property *sparkling pool *stainless bbq grills/picnic area *1 mile from South Coast Plaza",33.7128,-117.886,ca,22,1,906.2207,,AggieReverseGeocoder,,4.01,2608 S BRISTOL ST,SANTA ANA,CA,92704,,16506094
7049948665,https://orangecounty.craigslist.org/apa/d/irvine-unbeatable-natural-light-in-this/7049948665.html,orange county,https://orangecounty.craigslist.org,2795,townhouse,1153,3,1.5,1,1,1,1,0,0,laundry on site,carport,https://images.craigslist.org/00101_jb98cdnboWP_600x450.jpg,"At Woodbridge Villas, location is everything! Walk across the street to Meadow Park Elementary School, peruse the nearby shops or enjoy a concert in the park.  Gorgeous townhouse featuring three bedrooms, one and a half baths and spacious patio.   VIEW OU",33.6663,-117.808,ca,23,1,1000.0563,,AggieReverseGeocoder,,4.01,10 THUNDER RUN,irvine,CA,92614,,1683136
7048555780,https://orangecounty.craigslist.org/apa/d/whittier-spacious-1-bedroom-for/7048555780.html,orange county,https://orangecounty.craigslist.org,1450,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00404_dagiXUxdIP7_600x450.jpg,"Must See this refurbished ONE BEDROOM apartment.. Located in the great desired area of Whittier, minutes away from Shopping, dining and entertainment around the corner. This unique floor plan  is fixed with original varnished hardwood flooring, spacious c",33.9411,-118.012,ca,24,1,718.7277,,AggieReverseGeocoder,,4.01,10262 Colima Rd,La Habra,CA,90603,2061,8226001002
7048521233,https://orangecounty.craigslist.org/apa/d/mission-viejo-two-bedroom-two-bathroom/7048521233.html,orange county,https://orangecounty.craigslist.org,1800,condo,1040,2,2,0,0,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00j0j_gBepij5eRHc_600x450.jpg,Two bedroom two bathroom. Large open living room connecting to dining area and kitchen. Vaulted ceilings with dimmable lights and chandelier. Large balcony. Master bedroom with attached bathroom. Second bedroom with large closet. Modern ceiling fans in ea,33.6144,-117.643,ca,25,1,2546.8543,,AggieReverseGeocoder,,4.01,27897 ESPINOZA,MISSION VIEJO,CA,92692,,16360617
7048526981,https://orangecounty.craigslist.org/apa/d/laguna-woods-fully-furnished-2bedroom/7048526981.html,orange county,https://orangecounty.craigslist.org,1600,house,940,2,1,0,0,1,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00m0m_hoiHbAS1sem_600x450.jpg,"This 940 square foot cooperative home has 2 bedrooms and 1.0 bathrooms. It is located at 30 Calle Aragon Laguna Woods, California.",33.6103,-117.725,ca,26,1,1609.3703,,AggieReverseGeocoder,,4.01,24202 MOULTON PA,LAGUNA WOODS,CA,92637,,16341314
7048707387,https://orangecounty.craigslist.org/apa/d/san-juan-capistrano-call-today-to-see/7048707387.html,orange county,https://orangecounty.craigslist.org,2090,apartment,817,1,1,1,1,1,0,0,0,,,https://images.craigslist.org/01414_2oFlFi9qCXe_600x450.jpg,"Find the Perfect Apartment Luxurious, gracious living awaits you in the rolling hillsides of beautiful San Juan Capistrano, home to some of West Coast's finest beaches. This contemporary Mediterranean, resort-style community features a tranquil lake and c",33.5085,-117.657,ca,27,1,968.7134,,AggieReverseGeocoder,,4.01,27351 VIA PRIORATO,SAN JUAN CAPISTRANO,CA,92675,,16294937
7046869470,https://orangecounty.craigslist.org/apa/d/murrieta-outdoor-living-area-free-wi-fi/7046869470.html,orange county,https://orangecounty.craigslist.org,1525,apartment,850,2,2,0,0,1,0,0,0,,,https://images.craigslist.org/00B0B_cZiemwGLAIX_600x450.jpg,"We welcome you home to Waterstone at Murrieta conveniently located between I-215 and I-15 freeways for your living convenience. Perfectly combining luxury and comfort, we promise you will feel right at home the moment you enter our beautifully landscaped",33.5739,-117.186,ca,28,1,546.8758,,AggieReverseGeocoder,,4.01,39912 Snow Gum Ln,Indio,CA,92562,4102,948102005
7047561629,https://orangecounty.craigslist.org/apa/d/anaheim-lease-your-new-1br-home-today/7047561629.html,orange county,https://orangecounty.craigslist.org,1965,apartment,710,1,1,1,1,1,0,0,0,,,https://images.craigslist.org/01010_fTFUw89BI0q_600x450.jpg,"Discover the perfect blend of comfort and convenience at The Vineyards apartment community of Anaheim Hills. Enjoy resort-style living with a gorgeous heated pool and spa, fitness center, dog park and lit tennis court, while services such as online rent p",33.8631,-117.793,ca,29,1,2187.562,,AggieReverseGeocoder,,4.01,5601 E ORANGETHORPE AVE,ANAHEIM,CA,92807,,20048593
7046526055,https://orangecounty.craigslist.org/apa/d/anaheim-outdoor-exercise-deck-bike-and/7046526055.html,orange county,https://orangecounty.craigslist.org,2753,apartment,1131,2,2,1,1,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00v0v_azkQcHJzd7H_600x450.jpg,"Live a greener, more pampered lifestyle. Our apartments in Orange, CA offer top-of-the-list resident amenities in a community certified at LEED Platinum, actively reducing your impact while enjoying the finer side of life. Residents have access to a salt",33.8281,-117.929,ca,30,1,4156.2661,,AggieReverseGeocoder,,4.01,1280 W SANTA ANA ST,ANAHEIM,CA,92802,,12684208
7050104576,https://orangecounty.craigslist.org/apa/d/lake-forest-rent-condo-just-2999/7050104576.html,orange county,https://orangecounty.craigslist.org,2999,condo,1764,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00M0M_OQNsk3kdAr_600x450.jpg,"Come home to one of the most desirable quiet communities (Serrano highlands community) in Lake Forest.   This 3 bedroom 2.5 baths 2 story townhouse is tastefully updated with beautiful granite counters, cabinet, stainless steel appliances, recess lighting",33.6524,-117.69,ca,31,1,1281.5393,,AggieReverseGeocoder,,4.01,25192 BIRCH GROVE LN,LAKE FOREST,CA,92630,,1777688
7047620580,https://orangecounty.craigslist.org/apa/d/fullerton-ceiling-fan-disposal-natural/7047620580.html,orange county,https://orangecounty.craigslist.org,2199,apartment,972,2,2,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00y0y_1gjyX7MCb7i_600x450.jpg,"that are conveniently located in Downtown Fullerton. We offer affordable luxury in a relaxing location - there is nothing quite like coming home to our lush tropical landscaping, after a rough day at the office.  -Window Coverings -Fully Gated -In-Home Wa",33.8608,-117.926,ca,32,1,3750.0039,,AggieReverseGeocoder,,4.01,140 W HILL AVE,FULLERTON,CA,92832,,1433074
7050099684,https://orangecounty.craigslist.org/apa/d/santa-ana-large-1br-1ba-with-garage/7050099684.html,orange county,https://orangecounty.craigslist.org,1650,apartment,750,1,1,0,0,1,0,0,0,laundry on site,detached garage,https://images.craigslist.org/00909_7vcVkyNLncz_600x450.jpg,"Large 1BR / 1Ba with private large yard    laundry on site detached garage Large yard New cabinets, new bathroom, new windows, new paint  Remodeled 1 bedroom 1 bath unit is located in cozy family Community! It's a first floor plan with private yard and se",33.7523,-117.854,ca,33,1,843.745,,AggieReverseGeocoder,,4.01,742 EASTWOOD AV,SANTA ANA,CA,92701,,16594131
7042585191,https://orangecounty.craigslist.org/apa/d/huntington-beach-2-bed-2-bath-in-home/7042585191.html,orange county,https://orangecounty.craigslist.org,2275,apartment,1025,2,2,0,0,1,0,0,0,,,https://images.craigslist.org/00E0E_i8adWqtBTq5_600x450.jpg,"Find the Perfect Apartment Residents at Huntington Continental embrace the idyllic beach-town life. And only a few minutes away from the Pier, Main Street and Meadowlark Golf Club, Huntington Continental places you near all the areaÃ¢Â€Â™s greatest attrac",33.7134,-118.024,ca,34,1,984.4085,,AggieReverseGeocoder,,4.01,5961 BRANNEN DR,HUNTINGTON BEACH,CA,92649,,16414343
7044796243,https://orangecounty.craigslist.org/apa/d/san-juan-capistrano-1-bed-1-bath-ocean/7044796243.html,orange county,https://orangecounty.craigslist.org,2060,apartment,685,1,1,0,0,1,0,0,0,,,https://images.craigslist.org/00101_enXb7ZnUTCF_600x450.jpg,"Find the Perfect Apartment Luxurious, gracious living awaits you in the rolling hillsides of beautiful San Juan Capistrano, home to some of West Coast's finest beaches. This contemporary Mediterranean, resort-style community features a tranquil lake and c",33.5085,-117.657,ca,35,1,0,,AggieReverseGeocoder,,4.01,27351 VIA PRIORATO,SAN JUAN CAPISTRANO,CA,92675,,16294937
7037864028,https://orangecounty.craigslist.org/apa/d/orange-last-one/7037864028.html,orange county,https://orangecounty.craigslist.org,1960,apartment,1000,2,2,0,0,1,0,0,0,,,https://images.craigslist.org/00v0v_1gbUHrjsJY3_600x450.jpg,"Welcome Home to Orange Grove Orange Grove is a gorgeous apartment community that offers everything from great amenities and the ideal location, to beautiful interiors with convenient features. YouÃ¢Â€Â™ll be centrally located in Garden Grove and just seco",33.7787,-117.897,ca,36,1,2593.7033,,AggieReverseGeocoder,,4.01,601 S LEWIS ST,Orange,CA,92840,,3179873
7050097527,https://orangecounty.craigslist.org/apa/d/orange-large-size-room-with-pvt-bath/7050097527.html,orange county,https://orangecounty.craigslist.org,1200,house,266,1,1,0,0,0,0,0,0,laundry on site,carport,https://images.craigslist.org/01414_1oQHMgHrSBB_600x450.jpg,"Rent : $1200 *  We are renting a spectacular view studio room with private entrance and private bath on top of Tustin hills overlooking the city, in North Tustin. North Tustin, is conveniently located off of the 55 Freeway and is bordered by the cities of",33.7823,-117.799,ca,37,1,578.1562,,AggieReverseGeocoder,,4.01,12451 VISTA PANORAMA,SANTA ANA,CA,92705,,16608265
7048552936,https://orangecounty.craigslist.org/apa/d/whittier-spacious-1-bedroom-for/7048552936.html,orange county,https://orangecounty.craigslist.org,1450,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00404_dagiXUxdIP7_600x450.jpg,"Must See this refurbished ONE BEDROOM apartment.. Located in the great desired area of Whittier, minutes away from Shopping, dining and entertainment around the corner. This unique floor plan  is fixed with original varnished hardwood flooring, spacious c",33.9411,-118.012,ca,38,1,0,,AggieReverseGeocoder,,4.01,10262 Colima Rd,La Habra,CA,90603,2061,8226001002
7048554492,https://orangecounty.craigslist.org/apa/d/whittier-stoplookleasevery-large-1/7048554492.html,orange county,https://orangecounty.craigslist.org,1450,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00v0v_1K6ZJYZdYGd_600x450.jpg,"Here at Rancho La Mirada, we offer studio, 1bdrm and 2bdrm apartment floorplans. Our apartments include A/C, electric stoves, beautifully painted interior, ceiling fans, wood like flooring, and quaint living space. In addition, enjoy our sparkling pool, o",33.9411,-118.012,ca,39,1,0,,AggieReverseGeocoder,,4.01,10262 Colima Rd,La Habra,CA,90603,2061,8226001002
7048555174,https://orangecounty.craigslist.org/apa/d/whittier-spacious-1-bedroom-for/7048555174.html,orange county,https://orangecounty.craigslist.org,1450,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00404_dagiXUxdIP7_600x450.jpg,"Must See this refurbished ONE BEDROOM apartment.. Located in the great desired area of Whittier, minutes away from Shopping, dining and entertainment around the corner. This unique floor plan  is fixed with original varnished hardwood flooring, spacious c",33.9411,-118.012,ca,40,1,0,,AggieReverseGeocoder,,4.01,10262 Colima Rd,La Habra,CA,90603,2061,8226001002
7046496768,https://orangecounty.craigslist.org/apa/d/san-bernardino-bbq-picnic-area/7046496768.html,orange county,https://orangecounty.craigslist.org,1525,apartment,740,2,1,0,0,1,0,0,0,,,https://images.craigslist.org/00Z0Z_3wmKu2MmRAP_600x450.jpg,"Ascot Park Apartments is located at 1422 E 9th Street San Bernardino, CA and is managed by SoCal Pacific Management, a reputable property management company with verified listings on RENTCafe. Ascot Park Apartments offers 1 to 3 bedroom apartments ranging",34.1069,-117.298,ca,41,1,2218.782,,AggieReverseGeocoder,,4.01,692 W 4th St,San Bernardino,CA,92410,3216,13411137
7048560069,https://orangecounty.craigslist.org/apa/d/whittier-stoplookleasevery-large-1/7048560069.html,orange county,https://orangecounty.craigslist.org,1450,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00v0v_1K6ZJYZdYGd_600x450.jpg,"Here at Rancho La Mirada, we offer studio, 1bdrm and 2bdrm apartment floorplans. Our apartments include A/C, electric stoves, beautifully painted interior, ceiling fans, wood like flooring, and quaint living space. In addition, enjoy our sparkling pool, o",33.9411,-118.012,ca,42,1,0,,AggieReverseGeocoder,,4.01,10262 Colima Rd,La Habra,CA,90603,2061,8226001002
7048567875,https://orangecounty.craigslist.org/apa/d/whittier-fabulous-one-bedroomrancho-la/7048567875.html,orange county,https://orangecounty.craigslist.org,1450,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00404_dagiXUxdIP7_600x450.jpg,"Must See this refurbished ONE BEDROOM apartment.. Located in the great desired area of Whittier, minutes away from Shopping, dining and entertainment around the corner. This unique floor plan  is fixed with original varnished hardwood flooring, spacious c",33.9411,-118.012,ca,43,1,0,,AggieReverseGeocoder,,4.01,10262 Colima Rd,La Habra,CA,90603,2061,8226001002
7048569255,https://orangecounty.craigslist.org/apa/d/whittier-new-years-new-home-rancho-la/7048569255.html,orange county,https://orangecounty.craigslist.org,1450,apartment,650,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00404_dagiXUxdIP7_600x450.jpg,"Here at Rancho La Mirada, we offer studio, 1bdrm and 2bdrm apartment floor plans. Our apartments include A/C, electric stoves, beautifully painted interior, ceiling fans, wood like flooring, and quaint living space. In addition, enjoy our sparkling pool,",33.9411,-118.012,ca,44,1,0,,AggieReverseGeocoder,,4.01,10262 Colima Rd,La Habra,CA,90603,2061,8226001002
